,Name:,Attacking Prowess:,Ball Control:,Dribbling:,Low Pass:,Lofted Pass:,Finishing:,Place Kicking:,Swerve:,Header:,Defensive Prowess:,Ball Winning:,Kicking Power:,Speed:,Explosive Power:,Unwavering Balance:,Physical Contact:,Jump:,Stamina:
1062,['M. LAZZARI'],72,76,80,73,82,64,62,72,62,65,62,70,84,85,78,67,64,85
1063,"[""BADOU N'DIAYE""]",68,75,75,78,77,68,63,70,75,70,75,74,83,80,75,79,80,85
1064,['A. MAWSON'],65,65,62,66,68,55,57,62,84,81,84,72,75,66,65,87,81,76
1065,['B. MECHELE'],55,71,61,69,62,55,58,60,84,87,83,66,74,71,67,85,82,79
1066,['J. IZQUIERDO'],75,78,84,68,69,72,57,72,60,42,45,78,91,93,73,61,70,81
1067,['D. ZAKARIA'],61,78,72,82,78,64,55,59,82,76,75,79,77,74,74,83,76,81
1068,['G. TIL'],79,80,74,81,76,77,60,64,70,72,63,74,77,73,80,65,69,88
1069,['BASTOS'],60,65,66,74,71,55,53,65,81,81,82,75,78,73,62,85,80,78
1070,['F. BUSTOS'],68,73,77,74,73,65,58,77,59,65,74,70,83,84,81,66,73,85
1071,['A. DANJUMA'],76,84,81,71,65,76,69,78,60,50,52,79,85,88,78,68,64,78
1072,['S. CÁSERES'],69,83,79,81,72,62,67,68,65,73,72,73,76,78,78,73,69,80
1073,['J. KLUIVERT'],74,79,83,73,72,71,63,70,62,57,59,80,86,88,75,66,66,73
1074,['B. KAMARA'],55,77,75,78,69,45,50,53,77,82,83,62,78,79,78,70,84,82
1075,['A. BARÁK'],78,80,80,78,75,76,64,60,70,66,65,87,73,72,72,85,74,83
1076,['C. ÜNDER'],74,80,78,72,79,73,69,77,62,58,58,80,84,84,79,63,67,74
1077,['D. KUZYAEV'],72,79,83,82,74,69,57,57,62,70,75,82,77,81,81,75,64,78
1078,['LOREN MORÓN'],79,81,80,72,62,84,66,77,70,42,44,75,80,77,72,75,77,74
1079,['C. LUYINDAMA'],61,65,60,70,69,55,55,61,83,80,85,70,77,73,66,90,81,75
1080,['S. SCHRIJVERS'],77,81,75,77,72,78,78,71,64,58,60,78,77,81,82,65,74,79
1081,['J. AIDOO'],55,67,64,68,63,55,55,56,80,79,83,60,80,76,70,88,90,76
1082,['M. SAMATTA'],80,75,72,68,68,83,64,70,79,48,48,78,86,82,70,75,86,72
1083,['E. AKBABA'],77,80,80,78,76,76,73,78,62,53,55,82,75,78,76,62,71,77
1084,['Y. YAZICI'],76,82,81,80,78,71,79,80,66,50,53,80,76,74,81,68,62,78
1085,['A. MIRANCHUK'],73,83,82,80,77,70,71,75,69,61,58,77,80,73,76,73,67,75
1086,['L. DIMATA'],82,74,70,60,53,83,57,66,82,53,56,78,85,89,74,79,83,74
1087,['M. NINKOVIĆ'],78,83,81,79,74,73,69,74,62,53,60,74,76,72,80,71,66,73
1088,['F. GUARÍN'],72,78,81,79,74,70,80,70,62,60,65,87,75,74,70,85,72,83
1089,['O. AHMEDOV'],71,78,73,79,72,71,69,63,66,76,73,83,71,75,82,71,84,84
1090,['ALEXANDRE PATO'],78,79,80,74,67,79,73,78,74,46,49,78,82,84,70,72,78,70
1091,['V. WEISS'],72,80,85,73,74,72,68,72,63,54,44,78,86,87,85,60,64,74
1092,['NAM TAE-HEE'],76,82,80,80,70,75,81,80,60,47,50,77,80,81,73,77,66,74
1093,['Y. EL ARABI'],84,81,77,73,62,78,72,66,79,58,56,80,72,76,66,77,70,72
1094,['G. BARRY'],68,77,69,80,77,67,76,74,72,78,76,79,63,67,68,79,74,70
1095,['J. DEFOE'],86,77,74,65,61,84,69,65,68,45,41,85,73,76,84,65,74,70
1096,['J. GANDOLFI'],54,72,67,74,71,52,55,63,86,81,80,75,73,70,63,80,83,75
1097,['A. LENNON'],74,79,81,75,77,70,65,66,57,53,54,69,83,85,85,64,68,73
1098,['SERGIO GARCÍA'],81,82,84,78,69,78,63,80,68,45,49,74,76,78,76,71,66,73
1099,['M. SILVESTRE'],61,66,62,68,69,58,59,61,83,80,79,74,66,65,64,82,87,77
1100,['HILTON'],60,76,70,75,78,50,56,55,80,83,85,60,68,70,70,80,85,75
1101,['JAVI FUEGO'],65,77,64,81,75,65,72,75,70,75,82,72,66,64,70,77,70,80
1102,['K. HUNTELAAR'],84,76,72,71,67,82,69,69,83,55,50,82,71,68,67,80,77,72
1103,['H. BEN ARFA'],71,82,85,77,75,73,74,78,61,45,47,76,76,86,80,72,60,69
1104,['J. VALDIVIA'],73,80,83,85,83,70,73,74,69,48,52,70,71,75,71,66,63,69
1105,['M. YOSHIDA'],60,68,64,68,70,56,50,58,80,81,81,71,76,75,63,81,85,79
1106,['Y. NAGATOMO'],70,73,73,75,68,50,50,72,56,70,74,80,82,85,75,68,78,84
1107,['R. MORIOKA'],79,79,74,82,77,78,72,70,70,50,54,76,74,77,82,62,72,74
1108,['V. BEHRAMI'],68,75,70,77,74,61,65,68,73,82,80,79,73,72,72,78,73,76
1109,['Y. ZHIRKOV'],70,77,78,75,80,65,76,76,62,73,74,72,77,75,69,65,60,80
1110,['LLORENTE'],83,79,71,73,65,79,62,67,89,55,55,80,67,65,63,88,66,72
1111,['D. CONGRÉ'],60,73,70,75,76,51,50,55,77,81,80,69,76,75,60,80,85,82
1112,['J. SORBON'],52,70,64,75,72,46,56,62,82,83,81,68,77,73,66,79,81,84
1113,['JÁDSON'],77,80,78,84,83,73,80,79,50,52,50,79,70,75,80,60,68,73
1114,['MIGUEL VELOSO'],64,81,77,84,86,63,79,83,60,63,61,82,64,64,65,72,66,73
1115,['D. BASTA'],70,76,74,75,79,60,65,71,71,73,72,76,75,75,72,72,70,83
1116,['C. BRUNT'],69,78,75,79,86,68,80,85,66,73,68,87,65,67,66,70,69,72
1117,['M. NOBLE'],73,78,72,82,79,66,68,72,63,77,77,75,66,65,75,72,64,90
1118,['J. GUTIÉRREZ'],73,75,80,77,75,66,65,69,70,67,73,76,82,75,74,83,72,86
1119,['M. FERNÁNDEZ'],72,80,80,81,78,67,80,81,60,59,62,80,74,78,80,62,66,71
1120,['L. CIGARINI'],70,80,75,83,83,59,79,75,65,67,65,74,69,70,63,75,61,77
1121,['M. DIAMÉ'],70,79,79,74,71,65,60,67,75,75,80,83,78,79,75,81,71,77
1122,['T. MANGANI'],69,77,72,79,82,68,82,82,67,72,74,80,68,72,68,76,70,76
1123,['R. EREMENKO'],74,81,78,82,80,69,70,75,60,51,50,80,75,78,75,70,69,80
1124,['J. POULSEN'],76,79,72,79,78,73,81,75,66,62,60,82,70,76,81,65,76,79
1125,['A. FERNÁNDEZ'],77,80,77,80,79,70,66,65,60,69,71,79,73,72,74,72,65,77
1126,['S. SINCLAIR'],69,78,77,71,70,70,74,73,60,47,51,74,89,90,80,64,65,80
1127,['V. ODJIDJA-OFOE'],74,78,77,78,77,69,69,75,60,70,72,79,70,67,78,76,70,79
1128,['M. DA COSTA'],61,68,65,71,76,64,53,67,82,77,76,77,70,67,77,84,84,81
1129,['N. EL ZHAR'],76,81,82,76,71,74,64,77,60,53,59,79,78,83,76,70,62,73
1130,['J. DÁTOLO'],75,84,82,79,83,72,79,84,61,54,50,78,66,71,76,65,63,70
1131,['MARCIO MOSSORÓ'],83,80,79,79,74,72,71,79,61,52,57,77,71,81,84,61,75,73
1132,['R. SIGURÐSSON'],61,70,65,76,75,56,57,62,79,80,81,69,75,71,70,84,75,78
1133,['C. FUCHS'],72,76,70,75,83,62,80,84,75,73,75,82,67,68,60,74,73,80
1134,['C. ERKIN'],77,76,75,75,85,70,78,84,60,65,64,83,78,77,70,70,63,76
1135,['C. THÉRÉAU'],79,82,80,77,69,78,73,74,77,47,46,76,74,70,72,78,77,73
1136,['PEDRO LEÓN'],78,82,79,82,81,75,80,79,65,54,57,77,75,72,68,71,63,72
1137,['P. CISSÉ'],79,76,75,70,63,78,66,76,77,50,49,80,77,80,77,74,81,76
1138,['M. CÁCERES'],69,69,70,68,73,66,60,70,76,74,80,81,73,73,65,78,85,76
1139,['C. SÁNCHEZ'],66,75,72,78,76,58,62,63,75,77,80,74,75,73,68,82,77,82
1140,['D. BUONANOTTE'],75,80,80,78,75,70,78,80,60,52,52,72,85,90,90,60,60,70
1141,['ANDRÉ CASTRO'],74,77,78,76,77,71,65,75,63,66,68,83,75,76,78,70,64,90
1142,['A. POLI'],71,77,75,77,78,63,71,75,66,74,70,70,77,75,70,73,72,79
1143,['GRANERO'],72,79,76,82,83,67,76,80,69,66,69,77,66,68,68,71,66,74
1144,['SUSAETA'],78,76,74,79,80,76,76,78,64,55,61,76,76,78,75,71,66,79
1145,['V. ANTUNES'],68,75,74,73,77,65,72,78,60,68,70,84,79,81,74,69,63,81
1146,['L. ANTONELLI'],73,73,72,72,75,63,63,73,73,76,78,70,77,73,68,75,75,78
1147,['B. DZSUDZSÁK'],76,79,76,78,78,80,83,80,60,50,49,85,73,74,81,66,67,76
1148,['L. FER'],66,77,73,78,74,65,53,55,79,68,74,83,75,74,76,84,81,89
1149,['F. RONCAGLIA'],57,69,58,70,80,48,55,68,75,82,83,81,73,66,70,83,83,73
1150,['I. POPOV'],77,79,75,80,73,75,75,69,63,58,55,77,84,81,73,73,64,76
1151,['S. BOCCHETTI'],65,71,64,76,74,61,62,64,77,80,81,72,74,71,64,80,82,72
1152,['A. EKDAL'],73,80,76,79,79,65,70,75,65,72,70,72,65,66,67,75,68,80
1153,['K. GIBBS'],67,75,74,73,77,62,65,64,67,72,75,72,80,78,75,70,73,78
1154,['L. ACOSTA'],75,80,83,75,71,74,72,78,60,47,44,77,82,86,82,65,63,76
1155,['G. HOARAU'],83,79,70,73,61,85,62,67,88,55,53,82,66,60,67,83,73,70
1156,['ROLANDO'],60,72,65,73,71,60,63,65,79,81,83,74,73,72,66,85,78,77
1157,['E. MUÑOZ'],61,68,65,72,69,59,60,63,82,82,80,67,72,70,64,84,80,77
1158,['VAN WOLFSWINKEL'],81,77,74,72,64,81,58,76,80,47,48,78,73,75,74,75,77,75
1159,['M. DOSSEVI'],79,77,81,77,79,73,81,79,61,54,44,76,79,80,78,72,64,72
1160,['J.URRETAVISCAYA'],72,76,77,75,76,70,72,77,65,55,51,81,86,87,76,64,67,73
1161,['M. ANTENUCCI'],80,78,75,76,70,79,73,75,72,51,53,80,75,76,78,75,69,74
1162,['M. CARCELA'],74,82,85,72,73,70,72,75,60,46,54,74,82,87,79,70,66,71
1163,['T. CLEVERLEY'],74,80,78,81,79,66,62,61,60,66,60,77,73,70,75,67,72,79
1164,['ITURRASPE'],66,77,67,83,82,58,70,69,77,75,81,70,66,68,68,77,65,77
1165,['T.KOLODZIEJCZAK'],65,68,63,72,68,55,53,60,78,83,81,66,77,75,65,85,82,81
1166,['C. GRENIER'],74,80,77,81,80,68,82,78,70,56,58,82,68,69,70,73,68,76
1167,['L. NARSINGH'],74,75,81,74,72,69,70,75,63,48,49,75,89,85,61,69,70,74
1168,['F. ORELLANA'],76,81,82,75,74,74,77,80,60,53,55,77,77,81,78,67,63,77
1169,['J. RODRIGUEZ'],82,75,79,76,69,79,58,69,76,46,41,75,84,79,65,71,81,85
1170,['W. BONY'],82,77,70,67,63,80,65,66,84,45,48,83,74,68,75,92,85,73
1171,['P. MAMAEV'],72,81,77,82,80,77,70,72,67,53,56,75,76,73,77,69,68,76
1172,['A. RANOCCHIA'],59,71,64,68,67,61,50,55,86,80,83,69,72,69,60,84,84,77
1173,['S. İNAN'],65,80,70,82,82,75,89,83,65,73,69,82,69,67,74,70,68,70
1174,['J. BEAUSEJOUR'],72,75,73,72,72,62,70,75,68,70,70,70,82,80,75,75,68,80
1175,['M. ALBRIGHTON'],73,77,78,73,83,69,72,82,60,56,55,72,79,81,79,63,62,84
1176,['B. MOUKANDJO'],78,75,78,71,74,79,72,72,70,45,46,77,92,91,70,70,76,74
1177,['K. T. CATHERINE'],60,69,64,76,74,58,50,63,78,80,83,60,76,74,71,78,82,78
1178,['H. PÉREZ'],79,79,78,76,74,72,66,68,66,54,53,77,78,79,72,69,76,77
1179,['J. HOILETT'],72,78,81,71,69,68,67,64,65,51,52,77,87,90,80,63,73,74
1180,['J. MCCARTHY'],71,75,70,79,75,71,66,72,69,81,83,77,75,77,65,85,79,80
1181,['Y. KHACHERIDI'],58,69,61,71,70,55,50,57,89,81,82,77,73,66,63,90,74,75
1182,['C. ORTIZ'],68,78,70,77,75,67,70,77,62,70,75,78,68,70,78,68,72,82
1183,['A. SURMAN'],72,79,76,82,82,68,75,70,65,65,65,73,70,70,68,75,73,79
1184,['LAGUARDIA'],62,70,64,71,70,58,57,63,79,80,82,75,77,76,67,84,79,77
1185,['BAUMGARTLINGER'],57,77,66,80,74,55,60,61,72,83,83,76,74,72,69,82,81,85
1186,['J. MARTÍNEZ'],79,79,75,71,66,80,66,71,80,47,53,79,79,76,63,78,80,76
1187,['C. WOOD'],80,75,72,69,66,80,66,70,83,52,50,82,76,70,71,84,78,77
1188,['SERGI ENRICH'],79,77,74,77,74,78,67,68,74,53,62,75,76,80,69,76,75,79
1189,['E. PAREDES'],84,75,75,72,72,82,75,75,72,50,50,78,75,72,70,74,70,72
1190,['LEONARDO SILVA'],69,66,65,68,63,60,58,61,90,86,78,76,70,62,61,88,77,68
1191,['E. PUCH'],77,79,79,73,71,76,62,68,60,49,54,77,82,87,80,64,67,78
1192,['M. FRITZLER'],70,76,71,76,74,69,64,69,79,77,73,78,69,72,70,77,76,79
1193,['M. EKICI'],73,79,80,80,80,72,87,86,62,50,53,82,71,75,75,67,63,75
1194,['M. ABERO'],70,74,76,70,72,63,62,72,78,68,71,76,80,78,64,81,75,83
1195,['E. GIACCHERINI'],75,80,81,77,75,72,73,76,60,60,58,76,79,81,82,62,63,77
1196,['R. OTERO'],72,77,76,73,77,80,88,85,60,55,56,81,78,82,85,60,68,75
1197,['J. MOREIRA'],72,73,75,69,74,66,62,73,64,67,66,79,83,79,76,80,72,84
1198,['F. GAIBOR'],73,80,82,81,81,72,78,83,60,59,52,79,74,73,73,65,64,76
1199,['M. ARROYO'],73,75,79,70,75,66,76,76,63,44,55,83,85,87,63,80,70,75
1200,['IBAI GÓMEZ'],77,80,78,75,76,77,80,81,60,48,52,78,77,75,78,62,62,79
1201,['J. CLASIE'],65,79,71,79,76,63,70,78,57,66,75,81,67,73,85,69,66,78
1202,['J. LIVERMORE'],67,78,73,78,76,66,65,72,71,73,74,74,71,70,75,78,74,84
1203,['GUILHERME'],76,81,82,85,78,72,75,76,60,53,51,70,76,78,77,65,66,75
1204,['RUBÉN PÉREZ'],68,75,68,78,73,62,66,70,74,79,78,74,69,70,72,77,76,81
1205,['S. GÜRLER'],75,77,78,74,74,75,79,80,65,44,46,78,84,86,78,64,65,77
1206,['P. GOLTZ'],59,71,69,75,73,58,60,63,81,83,82,77,75,70,60,83,78,76
1207,['A. BERTOLACCI'],69,78,76,82,82,64,64,72,64,63,66,77,73,73,72,73,65,80
1208,['MUNIESA'],63,74,68,73,68,61,60,68,72,82,82,66,70,67,71,73,87,76
1209,['MARTÍN MONTOYA'],72,77,72,73,71,52,60,66,68,76,73,70,85,82,70,68,70,72
1210,['ORIOL ROMEU'],66,75,67,81,75,56,59,62,69,81,82,74,68,72,66,86,79,83
1211,['JOÃO PEDRO'],78,81,82,75,75,75,72,73,60,44,44,80,80,80,71,68,70,76
1212,['M. PHILLIPS'],70,75,79,68,78,70,63,71,60,50,55,80,89,91,72,78,61,75
1213,['R. FUNES MORI'],60,70,67,70,68,64,61,58,88,74,79,73,76,72,66,90,81,70
1214,['D. SIOVAS'],60,68,65,75,74,63,60,68,78,80,81,78,66,64,70,86,82,80
1215,['G. TÖRE'],75,80,84,72,73,68,67,72,60,47,50,76,86,85,77,74,62,71
1216,['N. REDMOND'],77,78,82,72,74,70,69,70,60,45,46,71,86,90,85,62,63,76
1217,['RUBÉN ROCHINA'],83,81,74,78,73,80,79,73,64,52,51,75,74,74,69,73,63,72
1218,['L. GRIFFITHS'],78,74,75,71,72,76,84,83,69,45,46,79,79,81,78,70,84,75
1219,['V. VASIN'],55,68,60,76,69,55,65,73,80,84,79,73,69,71,68,83,75,77
1220,['Ó. DUARTE'],59,77,64,73,67,57,64,58,84,77,81,79,70,65,67,77,80,77
1221,['ÓSCAR ROMERO'],73,80,81,77,79,76,76,78,62,51,55,78,79,83,84,65,64,74
1222,['WILLIAN'],78,77,76,70,69,79,66,73,71,53,55,78,81,82,75,72,68,80
1223,['ROBINHO'],73,81,74,81,82,74,77,79,60,61,62,80,70,74,78,65,60,73
1224,['N. CASTILLO'],84,75,72,68,68,78,72,72,78,50,50,80,73,72,78,85,80,78
1225,['JORGE MOLINA'],80,77,75,72,62,83,64,73,85,54,65,83,63,60,62,84,67,74
1226,['COKE'],72,71,73,74,70,75,63,70,75,74,76,73,79,79,66,69,71,77
1227,['A. DELORT'],82,78,73,69,66,78,73,75,80,45,44,82,80,83,75,72,75,76
1228,['ZÉ LUÍS'],78,80,79,72,69,77,65,72,79,46,43,78,79,74,62,81,83,73
1229,['M. NIANG'],74,78,82,68,66,70,69,73,70,54,55,82,85,84,75,78,70,76
1230,['RODRIGO MOLEDO'],54,62,60,69,60,65,53,51,82,78,84,77,73,75,73,85,84,77
1231,['W. BOLY'],64,65,63,72,64,57,60,63,80,81,83,72,75,72,64,92,74,78
1232,['R. RODELIN'],81,75,69,76,73,77,67,75,82,65,61,76,77,68,67,81,81,82
1233,['LUÍS NETO'],65,72,64,81,75,43,51,65,79,81,84,75,73,72,70,80,75,77
1234,['LUISINHO'],75,78,79,76,69,62,59,73,61,73,77,65,79,81,70,80,65,75
1235,['A. SOUMAORO'],60,69,66,73,69,52,58,62,82,80,81,67,73,69,68,90,82,77
1236,['K. LALA'],70,71,69,67,79,54,56,79,63,67,69,85,82,77,79,76,78,79
1237,['F. FAJR'],76,82,80,78,82,68,78,76,61,50,53,73,72,78,69,72,63,76
1238,['J. HUŠBAUER'],74,81,74,77,71,77,68,72,70,59,66,80,79,77,72,74,68,78
1239,['J. SÁNCHEZ MIÑO'],74,84,83,79,84,68,73,84,60,61,60,82,71,76,73,72,63,78
1240,['M.VAN DER HOORN'],64,67,64,68,68,63,58,59,84,80,82,73,68,65,68,84,83,74
1241,['D. PELKAS'],76,84,86,76,72,71,74,80,60,42,52,71,78,78,81,66,61,76
1242,['GILBERTO'],79,78,78,62,61,79,71,71,80,51,51,86,79,78,72,73,81,72
1243,['F. LÉRTORA'],67,80,79,78,75,72,70,70,80,71,76,79,68,66,75,79,77,75
1244,['EDENÍLSON'],71,75,80,78,80,57,68,67,62,63,61,70,83,81,73,66,68,87
1245,['G. SILVA'],62,69,68,73,76,65,73,80,76,77,74,83,73,72,74,81,78,78
1246,['Y. MSAKNI'],78,80,85,79,77,73,65,77,60,50,50,75,75,78,80,62,65,75
1247,['B. BUTKO'],69,71,68,72,70,55,55,62,66,77,75,75,80,81,75,69,76,80
1248,['ELKESON'],76,77,81,77,75,74,75,70,78,52,54,82,79,74,72,77,76,73
1249,['GUILHERME'],67,76,71,77,76,68,61,69,69,76,78,83,71,72,72,74,71,82
1250,['H. KALDIRIM'],70,72,71,72,76,61,70,76,72,71,70,77,78,77,70,65,74,85
1251,['LUCAS SILVA'],71,78,72,79,85,71,64,72,64,72,76,81,70,67,71,75,69,77
1252,['MOISÉS'],73,78,77,78,77,71,69,65,62,70,70,78,77,76,69,75,73,78
1253,['O. ŞAHAN'],78,77,77,77,71,74,68,76,66,65,64,77,78,82,80,64,60,84
1254,['T. KONGOLO'],61,71,67,74,70,57,60,65,75,77,81,72,77,78,71,80,85,76
1255,['Y. AYOUB'],73,79,77,76,73,68,74,73,62,72,73,73,74,77,77,69,68,80
1256,['I. KUTEPOV'],55,68,63,78,72,56,60,60,85,81,84,76,64,60,65,85,76,76
1257,['R. GHEZZAL'],76,80,82,76,74,70,75,82,60,57,58,76,78,79,80,66,65,76
1258,['BRUNO PERES'],72,74,72,72,66,65,62,70,64,70,71,80,88,87,71,70,69,83
1259,['XIMO NAVARRO'],68,71,69,70,74,60,62,62,75,77,78,70,76,77,68,75,76,79
1260,['V. EYSSERIC'],74,80,79,81,82,69,83,84,63,56,54,77,75,78,77,73,63,75
1261,['JONNY CASTRO'],64,72,65,67,61,56,55,65,73,80,82,71,80,80,75,79,79,86
1262,['RICARDO ESGAIO'],74,79,80,78,82,69,74,81,60,70,71,74,75,75,80,61,62,85
1263,['F. LEJEUNE'],59,65,53,71,72,54,53,59,85,83,82,76,67,72,65,90,79,80
1264,['N. DE PRÉVILLE'],81,76,79,71,74,75,70,76,78,54,45,79,79,78,74,71,74,78
1265,['C. BEAUVUE'],76,77,75,72,65,77,71,61,86,46,55,81,84,83,80,72,85,65
1266,['F. ACHEAMPONG'],75,73,77,68,67,76,65,63,55,58,63,77,95,90,86,70,85,83
1267,['M. CASCO'],73,76,78,75,78,68,63,74,60,63,60,80,82,83,78,68,72,82
1268,['A. POTUK'],76,77,84,75,70,73,65,76,62,50,61,77,85,86,79,63,69,83
1269,['R. MAK'],77,80,79,80,77,68,60,72,64,53,44,78,85,86,81,65,71,74
1270,['P. DJILOBODJI'],58,66,62,71,70,60,61,59,80,80,82,69,76,74,68,86,77,80
1271,['K. DJIDJI'],62,72,71,72,69,55,56,66,80,80,79,68,77,77,66,81,82,81
1272,['G. IMBULA'],72,77,78,79,74,60,57,65,65,70,70,75,77,78,68,72,75,80
1273,['KWON CHANG-HOON'],79,78,79,76,75,80,70,72,62,56,57,77,80,82,81,69,63,79
1274,['B. BERESZYŃSKI'],69,72,69,73,66,63,57,65,69,73,77,73,83,81,75,75,73,84
1275,['Ş. ÖZBAYRAKLI'],74,71,73,70,71,59,60,71,67,68,71,78,82,82,70,76,75,84
1276,['V. LAZARO'],70,75,79,74,67,71,67,75,65,51,55,76,86,87,79,70,76,78
1277,['E. ZUKANOVIĆ'],66,70,72,72,75,61,80,80,75,81,81,85,68,65,63,82,75,75
1278,['EGÍDIO'],74,79,79,69,74,64,72,76,60,64,75,74,76,81,68,67,67,77
1279,['MARLON'],54,72,68,74,71,49,55,60,81,84,79,67,73,72,64,83,82,76
1280,['S. MITROVIĆ'],57,67,64,66,64,56,56,60,83,81,85,74,69,65,69,89,81,75
1281,['P. DÍAZ'],64,69,69,65,68,62,58,60,80,75,81,72,81,78,72,79,82,80
1282,['F. SCHÄR'],63,70,66,76,77,61,67,66,84,75,78,77,65,68,62,79,87,75
1283,['R. BOBADILLA'],77,79,78,69,63,74,69,68,80,51,68,83,79,74,72,90,77,70
1284,['PABLO'],80,77,75,69,67,80,75,74,85,52,49,79,77,78,62,77,79,75
1285,['D. KOHR'],64,74,69,77,72,66,56,58,78,79,82,76,77,74,71,81,78,85
1286,['W. HOEDT'],57,73,67,72,70,57,58,64,80,79,82,76,72,69,63,83,78,76
1287,['R. BAZOER'],71,78,77,76,75,70,59,67,69,68,67,80,79,77,80,79,75,79
1288,['R. BRADY'],69,75,75,75,80,68,76,80,60,62,66,76,79,83,72,68,72,78
1289,['N. BENEZET'],74,78,78,76,74,72,72,74,66,56,58,77,81,83,82,62,65,77
1290,['U. SPAJIĆ'],61,71,65,77,75,55,60,69,80,78,79,71,73,69,69,85,80,75
1291,['A. ESHCHENKO'],70,76,73,73,71,60,60,67,67,71,74,74,81,78,69,66,74,83
1292,['M. MOROZIUK'],66,75,77,80,81,61,77,75,65,71,60,81,77,76,69,67,71,83
1293,['J. DURMAZ'],78,78,76,74,77,70,82,75,64,58,63,78,79,80,80,66,64,78
1294,['EMERSON'],75,79,77,75,78,63,71,66,64,67,68,80,80,80,75,63,70,78
1295,['F. ANGILERI'],68,77,81,69,76,67,68,78,64,60,61,82,84,81,71,77,66,83
1296,['A. RUIZ'],74,80,81,79,79,75,72,75,60,45,44,80,79,75,75,76,61,71
1297,['J. BUFFARINI'],72,72,75,72,75,68,64,75,65,64,67,79,83,81,77,72,70,84
1298,['L. MENOSSI'],68,80,79,73,72,75,69,78,59,64,60,81,78,84,82,66,70,82
1299,['B. ZUCULINI'],68,73,73,73,69,68,58,66,72,72,79,77,80,76,72,80,76,85
1300,['L. VIETTO'],83,83,76,78,62,76,65,71,66,52,41,77,83,80,77,60,66,76
1301,['M. KRANEVITTER'],66,77,74,79,74,62,60,65,60,73,77,69,75,76,70,75,76,86
1302,['L. GIL'],72,77,75,83,84,65,79,81,61,60,57,81,74,77,77,67,61,81
1303,['N. DOMÍNGUEZ'],69,77,73,79,84,70,62,66,73,72,73,83,67,68,70,78,68,73
1304,['J. MOJICA'],67,75,73,71,80,58,61,85,70,77,71,70,82,84,68,69,72,71
1305,['A. MASUAKU'],71,74,77,70,71,66,55,62,60,70,72,75,81,83,72,72,70,76
1306,['M. KONATÉ'],81,73,73,69,62,80,64,67,75,49,46,74,90,86,79,71,85,71
1307,['A. PETAGNA'],77,78,77,78,74,75,63,68,82,47,51,80,80,72,70,88,80,80
1308,['S. WIDMER'],70,74,75,68,75,66,58,62,74,66,68,72,83,79,68,76,75,84
1309,['DEYVERSON'],83,77,72,67,62,78,61,63,84,59,64,77,77,80,63,84,78,81
1310,['M. BRAITHWAITE'],80,78,77,73,71,75,74,73,70,52,50,73,81,79,78,76,79,78
1311,['E. MÁS'],70,72,74,71,73,59,61,65,73,70,74,77,82,80,73,76,68,85
1312,['KENEDY'],71,79,83,69,70,68,72,75,66,69,59,81,84,82,68,76,66,74
1313,['D. MORALES'],75,83,82,77,75,73,76,77,63,48,45,82,72,77,78,69,70,75
1314,['VICTOR LUIS'],71,74,76,68,73,63,71,68,65,68,68,82,81,78,70,73,72,80
1315,['M. DIAGNE'],83,75,79,72,56,81,74,70,87,44,46,79,75,70,70,87,72,79
1316,['N. VUKČEVIĆ'],69,73,69,78,69,62,63,64,82,77,77,74,72,69,65,82,85,85
1317,['S. DRIUSSI'],77,77,77,73,67,79,68,73,74,50,48,80,80,83,80,70,79,79
1318,['S. JOHANSEN'],73,80,70,80,80,75,78,75,61,66,72,81,75,72,83,65,62,78
1319,['Y. CABRAL'],60,67,65,68,65,62,58,60,84,79,82,78,70,67,70,89,78,80
1320,['S. AZMOUN'],78,77,75,70,66,77,69,67,78,54,53,75,82,79,77,73,85,72
1321,['J. SCHLUPP'],74,72,76,69,68,68,50,65,64,68,70,77,85,87,77,80,72,76
1322,['R. MANDRAGORA'],66,77,75,77,76,62,64,70,74,72,73,77,72,73,71,78,76,81
1323,['J. BOTTINELLI'],62,67,65,66,69,62,61,68,80,78,79,79,72,70,69,82,81,75
1324,['DIOGO BARBOSA'],72,73,77,77,77,65,65,74,68,64,70,71,84,81,70,67,68,78
1325,['C. PICCINI'],70,74,76,73,76,67,57,74,69,70,73,69,80,75,65,80,68,85
1326,['S. STURARO'],69,75,73,76,74,66,61,68,73,74,78,81,78,78,73,78,75,86
1327,['ALCALÁ'],64,63,61,65,66,56,51,61,79,86,86,75,70,73,64,82,77,79
1328,['A. KNOCKAERT'],75,79,83,75,76,73,77,78,64,52,52,75,76,81,86,62,76,75
1329,['T. CIONEK'],61,69,65,70,69,60,54,59,82,84,83,67,74,72,66,83,82,75
1330,['B. MEE'],59,69,67,67,69,55,55,57,78,78,79,63,69,69,76,82,92,83
1331,['L. CEPPITELLI'],55,66,66,70,70,58,55,61,81,83,80,65,72,67,76,84,83,77
1332,['ANDER CAPA'],73,77,75,74,72,71,72,68,71,65,69,77,78,77,65,76,72,80
1333,['DANI GARCÍA'],70,78,76,78,74,67,66,69,68,79,80,75,73,78,67,80,75,80
1334,['JUNCÀ'],65,76,66,73,75,59,62,67,71,69,75,60,78,80,78,75,74,85
1335,['F. PISACANE'],66,70,70,71,71,60,58,59,76,80,80,71,74,74,64,80,82,79
1336,['L. BAAL'],71,73,72,75,74,52,60,64,69,74,73,65,80,78,73,76,72,82
